t_s,ax_g,ay_g,az_g
232.090,0.02078,0.04692,0.62007
232.100,0.04584,0.01054,0.66835
232.110,0.06528,0.06064,0.73474
232.120,0.10390,0.01391,0.77447
232.130,0.10259,0.04381,0.81444
232.140,0.13168,0.03231,0.89949
232.150,0.12885,0.01015,0.94959
232.160,0.18749,0.02970,1.04109
232.170,0.23778,0.02148,1.12399
232.180,0.23151,-0.01753,1.17864
232.190,0.24708,0.01481,1.19434
232.200,0.26484,-0.00979,1.25244
232.210,0.24490,0.02381,1.27924
232.220,0.26621,0.00913,1.36974
232.230,0.27925,0.02759,1.37887
232.240,0.25830,-0.00605,1.42793
232.250,0.25766,-0.02044,1.41897
232.260,0.24486,-0.01873,1.39998
232.270,0.21037,0.04024,1.36725
232.280,0.15710,0.05717,1.39533
232.290,0.13615,0.03309,1.41135
232.300,0.15158,-0.04156,1.36106
232.310,0.08823,-0.04238,1.31222
232.320,0.05451,-0.04048,1.29976
232.330,0.00340,-0.00827,1.26423
232.340,-0.00998,0.01363,1.24149
232.350,-0.02036,-0.01540,1.16643
232.360,-0.05813,-0.03479,1.16136
232.370,-0.08934,-0.06229,1.09450
232.380,-0.10171,-0.05478,1.06124
232.390,-0.08547,-0.05257,1.09021
232.400,-0.10563,-0.04193,1.08159
232.410,-0.11448,-0.07472,1.03986
232.420,-0.11928,-0.06172,1.02335
232.430,-0.15183,-0.06906,1.01902
232.440,-0.12038,-0.07711,1.02281
232.450,-0.10023,-0.09129,1.00530
232.460,-0.12121,-0.08485,0.98078
232.470,-0.09000,-0.09267,0.97320
232.480,-0.09186,-0.10941,0.95887
232.490,-0.07951,-0.07860,0.90126
232.500,-0.08878,-0.06675,0.91074
232.510,-0.06646,-0.09621,0.84846
232.520,-0.10868,-0.10126,0.86710
232.530,-0.07473,-0.08524,0.83145
232.540,-0.05785,-0.09611,0.78292
232.550,-0.06340,-0.07570,0.74437
232.560,-0.04482,-0.09435,0.73771
232.570,-0.06710,-0.08202,0.68831
232.580,-0.07153,-0.05561,0.65890
232.590,-0.08894,-0.06075,0.63548
232.600,-0.05571,-0.08436,0.61741
232.610,-0.03213,-0.05405,0.61967
232.620,-0.01726,-0.09083,0.55875
232.630,-0.04803,-0.06667,0.59168
232.640,0.01847,-0.03859,0.56548
232.650,-0.00695,-0.01674,0.63507
232.660,0.03012,-0.05396,0.64438
232.670,0.04332,-0.03065,0.69882
232.680,0.08694,-0.02085,0.72713
232.690,0.10557,-0.01326,0.77962
232.700,0.14291,-0.02601,0.84619
232.710,0.19173,0.01822,0.91937
232.720,0.18739,-0.00733,0.99658
232.730,0.19075,0.05094,1.03371
232.740,0.23185,0.06513,1.11551
232.750,0.27865,0.03519,1.18207
232.760,0.26611,0.03221,1.22069
232.770,0.28072,0.06632,1.28845
232.780,0.23392,0.06560,1.29796
232.790,0.27246,0.08045,1.34056
232.800,0.25313,0.09467,1.40565
232.810,0.23360,0.08191,1.35643
232.820,0.23068,0.14083,1.40184
232.830,0.21287,0.10135,1.40877
232.840,0.17400,0.13877,1.40290
232.850,0.16296,0.10748,1.38710
232.860,0.12614,0.13102,1.35439
232.870,0.11265,0.14261,1.32377
232.880,0.07159,0.13939,1.28347
232.890,0.04334,0.13395,1.29829
232.900,0.02534,0.13078,1.24882
232.910,-0.01129,0.13340,1.20573
232.920,-0.04808,0.12823,1.16627
232.930,-0.11218,0.14790,1.12570
232.940,-0.07916,0.17671,1.10936
232.950,-0.12298,0.14550,1.06680
232.960,-0.11801,0.14788,1.09242
232.970,-0.11672,0.15471,1.02920
232.980,-0.10188,0.12065,1.00607
232.990,-0.09299,0.08975,1.07675
233.000,-0.14688,0.12167,1.00171
233.010,-0.15124,0.13414,0.97486
233.020,-0.11326,0.15240,0.99458
233.030,-0.10873,0.08752,0.93828
233.040,-0.13088,0.12388,0.93475
233.050,-0.10038,0.10176,0.94569
233.060,-0.08164,0.08336,0.95052
233.070,-0.11234,0.06481,0.90298
233.080,-0.10258,0.06868,0.86885
233.090,-0.09136,0.08656,0.85138
233.100,-0.07928,0.09441,0.78496
233.110,-0.05829,0.01051,0.72742
233.120,-0.07612,0.07048,0.70873
233.130,-0.06582,0.04424,0.71744
233.140,-0.01882,0.04184,0.63599
233.150,-0.07871,0.05579,0.63064
233.160,-0.06705,0.08218,0.61339
233.170,-0.03298,0.02599,0.60653
233.180,-0.01711,0.03533,0.60338
233.190,-0.01644,0.00291,0.60606
233.200,0.02622,0.04064,0.66306
233.210,0.01381,0.01579,0.63940
233.220,-0.01211,0.05908,0.68252
233.230,0.05155,0.03295,0.69323
233.240,0.06222,0.01845,0.77864
233.250,0.12663,0.01712,0.77680
233.260,0.14418,0.02860,0.87220
233.270,0.11892,0.03387,0.91331
233.280,0.20261,-0.00453,1.00116
233.290,0.21754,0.01468,1.05893
233.300,0.21285,0.01637,1.13883
233.310,0.23502,0.01937,1.18529
233.320,0.27769,0.03985,1.23139
233.330,0.21911,-0.01632,1.30334
233.340,0.27117,0.02959,1.30994
233.350,0.28262,0.01583,1.32562
233.360,0.25217,-0.00357,1.34258
233.370,0.25492,0.02009,1.43884
233.380,0.22714,-0.00639,1.41426
233.390,0.18810,-0.03797,1.41636
233.400,0.16250,-0.07368,1.38915
233.410,0.16477,-0.03292,1.38477
233.420,0.10744,-0.02336,1.34039
233.430,0.05798,-0.01322,1.32550
233.440,0.05885,-0.00916,1.25798
233.450,0.01459,-0.03098,1.22252
233.460,-0.02931,-0.05895,1.19957
233.470,-0.03194,-0.04350,1.17491
233.480,-0.04327,-0.04554,1.18712
233.490,-0.08016,-0.01184,1.18065
233.500,-0.12017,-0.04094,1.12607
233.510,-0.10366,-0.09071,1.01588
233.520,-0.10317,-0.06936,1.09442
233.530,-0.08647,-0.05452,1.03376
233.540,-0.10529,-0.07328,0.99492
233.550,-0.15459,-0.11122,1.05076
233.560,-0.11511,-0.06716,0.99193
233.570,-0.12291,-0.08072,0.96810
233.580,-0.14543,-0.09520,0.96300
233.590,-0.11019,-0.11183,0.95198
233.600,-0.07064,-0.07859,0.95301
233.610,-0.07837,-0.13774,0.92440
233.620,-0.11631,-0.13456,0.88352
233.630,-0.09026,-0.11956,0.83052
233.640,-0.07604,-0.09953,0.82381
233.650,-0.11666,-0.13287,0.81204
233.660,-0.11287,-0.11576,0.75846
233.670,-0.07321,-0.11024,0.74133
233.680,-0.07039,-0.09433,0.70459
233.690,-0.10763,-0.10375,0.69542
233.700,-0.05941,-0.09993,0.64967
233.710,-0.04047,-0.10410,0.63781
233.720,-0.05987,-0.06298,0.59842
233.730,-0.04546,-0.06564,0.62574
233.740,-0.02392,-0.05977,0.58228
233.750,-0.01259,-0.08058,0.58216
233.760,-0.03803,-0.06746,0.64303
233.770,-0.00340,-0.03933,0.63056
233.780,0.02857,-0.05178,0.65757
233.790,0.04308,-0.04933,0.70185
233.800,0.11495,-0.01545,0.76678
233.810,0.12445,-0.03754,0.83026
233.820,0.11581,-0.00552,0.90745
233.830,0.15921,0.02668,0.98105
233.840,0.21001,0.02195,1.03372
233.850,0.19592,0.00827,1.11864
233.860,0.24406,0.04872,1.17967
233.870,0.26888,0.03711,1.20388
233.880,0.27514,0.07564,1.25558
233.890,0.25897,0.07816,1.31130
233.900,0.27958,0.06988,1.31366
233.910,0.23788,0.07019,1.38529
233.920,0.28645,0.07604,1.39651
233.930,0.22489,0.15207,1.44131
233.940,0.22176,0.06106,1.42913
233.950,0.16638,0.07762,1.39106
233.960,0.15520,0.14010,1.39897
233.970,0.12535,0.14027,1.35227
233.980,0.06378,0.13347,1.33611
233.990,0.03064,0.08939,1.25579
234.000,0.01370,0.14219,1.24898
234.010,0.00928,0.11324,1.22857
234.020,-0.07787,0.13151,1.18572
234.030,-0.07403,0.14155,1.18440
234.040,-0.06270,0.14275,1.13567
234.050,-0.13189,0.11813,1.11375
234.060,-0.09658,0.15473,1.08208
234.070,-0.15466,0.14257,1.05765
234.080,-0.15708,0.10384,1.05815
234.090,-0.14483,0.10968,1.06027
234.100,-0.10448,0.09989,0.96917
234.110,-0.15225,0.10922,0.97800
234.120,-0.16963,0.11814,0.98646
234.130,-0.15715,0.06336,0.99829
234.140,-0.10382,0.05530,0.97125
234.150,-0.14265,0.07282,0.92080
234.160,-0.08509,0.11092,0.90784
234.170,-0.10131,0.08299,0.90597
234.180,-0.09800,0.10419,0.85092
234.190,-0.08694,0.06402,0.83763
234.200,-0.10528,0.04492,0.78510
234.210,-0.08354,0.02302,0.77380
234.220,-0.10757,0.03498,0.74179
234.230,-0.05414,0.03441,0.64128
234.240,-0.09859,-0.00618,0.69960
234.250,-0.06524,0.02131,0.67424
234.260,-0.08923,0.01725,0.57330
234.270,-0.07179,0.03110,0.59410
234.280,-0.05889,0.02656,0.55870
234.290,0.02053,0.03084,0.55032
234.300,-0.02430,-0.01069,0.62031
234.310,-0.02258,-0.00332,0.66137
234.320,0.00546,0.03576,0.65548
234.330,0.00710,0.01015,0.72732
234.340,0.05865,0.03057,0.73144
234.350,0.12491,0.00926,0.77158
234.360,0.12114,0.01441,0.85447
234.370,0.15875,0.01991,0.91233
234.380,0.14760,-0.00308,1.00445
234.390,0.18483,-0.00658,1.08562
234.400,0.21317,-0.00817,1.10691
234.410,0.21109,0.00247,1.16522
234.420,0.24573,0.01398,1.26660
234.430,0.25722,-0.00733,1.29162
234.440,0.25764,0.02202,1.35544
234.450,0.24010,0.03180,1.35538
234.460,0.25576,-0.02314,1.38088
234.470,0.21428,0.01555,1.42682
234.480,0.19303,-0.01152,1.42536
234.490,0.20507,-0.00680,1.43033
234.500,0.12671,-0.02066,1.38371
234.510,0.08465,0.00253,1.39222
234.520,0.06938,-0.01910,1.34806
234.530,0.06168,-0.03748,1.31595
234.540,0.04695,-0.04363,1.25683
234.550,-0.02350,-0.06431,1.25203
234.560,-0.00362,-0.05695,1.19882
234.570,-0.06631,-0.02651,1.20756
234.580,-0.09282,-0.03480,1.13902
234.590,-0.12744,-0.07490,1.10705
234.600,-0.08738,-0.08973,1.11116
234.610,-0.14133,-0.05439,1.06554
234.620,-0.17294,-0.07042,1.02818
234.630,-0.10145,-0.12396,0.99856
234.640,-0.14376,-0.03209,0.99719
234.650,-0.13390,-0.09443,0.96555
234.660,-0.11230,-0.06528,0.98734
234.670,-0.12811,-0.10009,0.99275
234.680,-0.11440,-0.12821,0.94887
234.690,-0.12590,-0.10682,0.99315
234.700,-0.10548,-0.14280,0.89344
234.710,-0.11450,-0.11811,0.90837
234.720,-0.10863,-0.13883,0.87912
234.730,-0.10112,-0.12195,0.83151
234.740,-0.10762,-0.11296,0.80389
234.750,-0.08650,-0.11132,0.80561
234.760,-0.08391,-0.14495,0.75858
234.770,-0.07502,-0.12640,0.72131
234.780,-0.07569,-0.14997,0.65153
234.790,-0.04469,-0.09421,0.65147
234.800,-0.05849,-0.09797,0.63439
234.810,-0.07668,-0.12017,0.61846
234.820,-0.05421,-0.06248,0.56416
234.830,-0.02318,-0.07449,0.59872
234.840,-0.05581,-0.07852,0.60792
234.850,0.02091,-0.07787,0.64301
234.860,-0.01473,-0.07260,0.64460
234.870,0.04134,-0.06662,0.66557
234.880,0.04801,-0.01792,0.71718
234.890,0.07279,-0.02614,0.79848
234.900,0.07436,-0.04259,0.87562
234.910,0.14503,0.01454,0.91060
234.920,0.12656,-0.00290,0.99175
234.930,0.14700,-0.00915,1.01333
234.940,0.21977,0.05899,1.07847
234.950,0.24948,0.00769,1.19379
234.960,0.21312,0.02297,1.25122
234.970,0.25439,0.04906,1.30713
234.980,0.25279,0.06470,1.29351
234.990,0.23202,0.05195,1.39765
235.000,0.25198,0.03103,1.38078
235.010,0.20802,0.08356,1.39331
235.020,0.20266,0.06903,1.42244
235.030,0.14381,0.08914,1.40521
235.040,0.11753,0.08577,1.42359
235.050,0.13513,0.08522,1.38315
235.060,0.09085,0.10571,1.37284
235.070,0.04412,0.10176,1.30259
235.080,0.05233,0.10018,1.30163
235.090,0.02033,0.13808,1.19755
235.100,-0.03873,0.09988,1.20523
235.110,-0.10389,0.11497,1.14624
235.120,-0.10101,0.11877,1.14419
235.130,-0.13572,0.08450,1.11657
235.140,-0.13360,0.09407,1.10663
235.150,-0.16638,0.11312,1.07057
235.160,-0.17987,0.10928,1.03196
235.170,-0.20578,0.09143,1.02121
235.180,-0.15844,0.10258,1.02022
235.190,-0.20620,0.10394,0.99017
235.200,-0.16282,0.10546,1.01406
235.210,-0.13709,0.10190,0.96917
235.220,-0.15896,0.10738,0.98198
235.230,-0.15931,0.07981,0.93037
235.240,-0.13212,0.04424,0.93588
235.250,-0.14095,0.06042,0.89540
235.260,-0.11502,0.03529,0.89578
235.270,-0.13462,0.07198,0.88049
235.280,-0.11216,0.07707,0.81356
235.290,-0.11386,0.04417,0.81287
235.300,-0.10450,0.06244,0.73656
235.310,-0.06902,0.05621,0.70901
235.320,-0.09485,0.03580,0.67034
235.330,-0.08506,0.03595,0.62343
235.340,-0.10261,0.04038,0.64886
235.350,-0.07880,-0.01021,0.60530
235.360,-0.07969,0.01929,0.58410
235.370,-0.06197,0.02235,0.57730
235.380,-0.03520,-0.02019,0.63808
235.390,-0.04099,0.04427,0.61585
235.400,-0.01904,0.02566,0.64406
235.410,0.00154,0.02385,0.70561
235.420,0.02551,0.00825,0.76275
235.430,0.06488,-0.02049,0.77586
235.440,0.08067,-0.02835,0.85922
235.450,0.14436,-0.00632,0.92425
235.460,0.19351,0.00830,0.97596
235.470,0.15226,0.00392,1.04008
235.480,0.19049,0.02596,1.10243
235.490,0.22284,-0.01585,1.19884
235.500,0.20998,-0.01834,1.24134
235.510,0.20380,-0.01263,1.28931
235.520,0.26159,-0.03775,1.31676
235.530,0.23818,0.01335,1.38606
235.540,0.22293,-0.02400,1.39609
235.550,0.23228,-0.01651,1.38696
235.560,0.20036,-0.00816,1.40223
235.570,0.16120,-0.04268,1.42000
235.580,0.11605,-0.02556,1.35680
235.590,0.09618,-0.03506,1.37130
235.600,0.09857,-0.01951,1.36279
235.610,0.05548,-0.04325,1.32063
235.620,0.00540,-0.10524,1.29705
235.630,0.01262,-0.07172,1.20568
235.640,-0.05595,-0.08818,1.18643
235.650,-0.06064,-0.02499,1.19646
235.660,-0.10043,-0.04073,1.15476
235.670,-0.08701,-0.11762,1.11233
235.680,-0.12754,-0.10047,1.09733
235.690,-0.15459,-0.11359,1.08134
235.700,-0.16804,-0.08714,1.04020
235.710,-0.16999,-0.11603,1.01946
235.720,-0.18605,-0.10750,0.99216
235.730,-0.19783,-0.13475,1.03477
235.740,-0.16093,-0.10332,0.99439
235.750,-0.17265,-0.14986,1.01011
235.760,-0.16644,-0.07014,0.93821
235.770,-0.15067,-0.09355,0.95075
235.780,-0.14097,-0.07689,0.90470
235.790,-0.13537,-0.11671,0.94084
235.800,-0.09492,-0.09937,0.93401
235.810,-0.11145,-0.11365,0.87528
235.820,-0.07844,-0.15188,0.79583
235.830,-0.12606,-0.13879,0.76114
235.840,-0.09884,-0.12165,0.74741
235.850,-0.11965,-0.10511,0.71747
235.860,-0.12047,-0.12553,0.69203
235.870,-0.06293,-0.11078,0.66116
235.880,-0.11664,-0.12423,0.62661
235.890,-0.13970,-0.12078,0.60228
235.900,-0.10093,-0.13619,0.57825
235.910,-0.11623,-0.09145,0.60442
235.920,-0.08172,-0.10304,0.54863
235.930,-0.06373,-0.11118,0.61319
235.940,-0.02700,-0.08908,0.64053
235.950,-0.04734,-0.06276,0.66588
235.960,0.04108,-0.04592,0.72987
235.970,0.00480,-0.05342,0.78450
235.980,0.06590,-0.01854,0.82678
235.990,0.08835,-0.00006,0.93194
236.000,0.13715,-0.02542,0.93804
236.010,0.15203,0.01002,1.01037
236.020,0.19079,-0.01260,1.07841
236.030,0.17874,-0.01515,1.17385
236.040,0.19171,0.00188,1.21871
236.050,0.21979,0.01315,1.22713
236.060,0.23766,0.03101,1.30570
236.070,0.23380,0.08835,1.33845
236.080,0.21852,0.04669,1.41315
236.090,0.20614,0.05758,1.38230
236.100,0.18504,0.07554,1.40763
236.110,0.17357,0.05278,1.37661
236.120,0.18160,0.08818,1.40272
236.130,0.10825,0.10375,1.42099
236.140,0.07555,0.12489,1.34395
236.150,0.04219,0.12539,1.35136
236.160,0.02638,0.10949,1.29700
236.170,-0.05592,0.10011,1.26688
236.180,-0.04703,0.10284,1.24496
236.190,-0.05551,0.11513,1.17312
236.200,-0.10970,0.10614,1.15010
236.210,-0.11822,0.10464,1.11685
236.220,-0.09888,0.08646,1.14122
236.230,-0.14966,0.11662,1.10415
236.240,-0.21237,0.10662,1.08172
236.250,-0.20327,0.08244,1.06406
236.260,-0.18403,0.12374,1.04441
236.270,-0.19588,0.09409,0.98198
236.280,-0.17586,0.05699,0.98973
236.290,-0.17984,0.09960,0.98466
236.300,-0.14513,0.06220,0.97821
236.310,-0.18383,0.06221,0.94018
236.320,-0.15931,0.06126,0.91545
236.330,-0.14404,0.07676,0.90188
236.340,-0.13524,0.05280,0.88439
236.350,-0.13352,0.06080,0.86559
236.360,-0.17991,0.01151,0.85186
236.370,-0.12611,0.01558,0.80816
236.380,-0.12761,0.03311,0.80178
236.390,-0.10461,0.01298,0.75529
236.400,-0.10489,0.01864,0.70258
236.410,-0.11171,0.03315,0.68555
236.420,-0.10672,-0.00206,0.64550
236.430,-0.08118,-0.00464,0.61144
236.440,-0.07880,0.00863,0.60608
236.450,-0.08781,-0.03942,0.60212
236.460,-0.03953,0.02024,0.61104
236.470,-0.08151,-0.00005,0.64122
236.480,-0.07646,-0.00324,0.63815
236.490,-0.03414,-0.01808,0.61785
236.500,-0.02014,0.00453,0.64028
236.510,-0.03864,-0.01422,0.74112
236.520,0.02252,0.01196,0.76354
236.530,0.06830,-0.04820,0.80917
236.540,0.08635,-0.01402,0.91806
236.550,0.09751,-0.01568,0.94707
236.560,0.13801,-0.01152,1.01539
236.570,0.16153,0.00911,1.07109
236.580,0.19225,-0.04751,1.10705
236.590,0.18027,-0.04948,1.18898
236.600,0.22137,-0.03013,1.24864
236.610,0.18805,-0.06257,1.27534
236.620,0.20061,0.01958,1.34828
236.630,0.24018,-0.00994,1.38159
236.640,0.17600,-0.02057,1.41462
236.650,0.16854,-0.01782,1.39201
236.660,0.13727,-0.01091,1.37124
236.670,0.12234,-0.05177,1.39513
236.680,0.11483,-0.05014,1.36197
236.690,0.09679,-0.03981,1.36521
236.700,0.05120,-0.06076,1.35654
236.710,0.01320,-0.07353,1.29811
236.720,-0.03691,-0.07014,1.27430
236.730,-0.05735,-0.05671,1.20061
236.740,-0.10268,-0.05112,1.19976
236.750,-0.08350,-0.09994,1.20676
236.760,-0.10552,-0.08363,1.15503
236.770,-0.14239,-0.08632,1.10014
236.780,-0.14896,-0.11849,1.06828
236.790,-0.15265,-0.08714,1.06835
236.800,-0.17677,-0.10363,1.06019
236.810,-0.15599,-0.12552,1.01844
236.820,-0.20619,-0.12148,1.01572
236.830,-0.19176,-0.10599,0.96809
236.840,-0.19094,-0.10170,1.01054
236.850,-0.16373,-0.11869,0.96435
236.860,-0.19928,-0.09118,0.98011
236.870,-0.13496,-0.11036,0.95839
236.880,-0.14587,-0.12451,0.94209
236.890,-0.11556,-0.15191,0.90613
236.900,-0.14542,-0.11695,0.91953
236.910,-0.15043,-0.15603,0.84588
236.920,-0.12194,-0.12615,0.86166
236.930,-0.11092,-0.18970,0.80098
236.940,-0.14288,-0.14972,0.76458
236.950,-0.16594,-0.16609,0.72350
236.960,-0.15989,-0.14142,0.69737
236.970,-0.11506,-0.16329,0.66467
236.980,-0.08552,-0.12803,0.67239
236.990,-0.13703,-0.11463,0.59136
237.000,-0.10938,-0.13165,0.59617
237.010,-0.10168,-0.11905,0.57294
237.020,-0.04467,-0.10162,0.58047
237.030,-0.02369,-0.09972,0.60134
237.040,-0.04355,-0.06403,0.64934
237.050,-0.01473,-0.09641,0.65638
237.060,0.00634,-0.06322,0.66396
237.070,-0.01315,-0.05964,0.72178
237.080,0.05134,-0.08718,0.80247
237.090,0.04264,-0.04396,0.82545
237.100,0.08532,-0.03757,0.90199
237.110,0.13655,-0.03569,0.97237
237.120,0.13885,0.01967,1.02569
237.130,0.18046,0.01988,1.07685
237.140,0.20251,-0.01119,1.16254
237.150,0.15576,0.02647,1.26170
237.160,0.15742,0.03810,1.25855
237.170,0.22955,0.03528,1.30234
237.180,0.23066,0.01916,1.36495
237.190,0.20689,0.03039,1.42607
237.200,0.19966,0.06782,1.38053
237.210,0.19487,0.07468,1.38385
237.220,0.17522,0.06552,1.42448
237.230,0.12844,0.10361,1.41771
237.240,0.12718,0.11256,1.36714
237.250,0.07218,0.11703,1.35969
237.260,0.05339,0.12112,1.31631
237.270,0.02115,0.09437,1.30214
237.280,-0.03131,0.07055,1.27123
237.290,-0.05931,0.09263,1.26238
237.300,-0.02839,0.09790,1.23422
237.310,-0.11715,0.08802,1.17528
237.320,-0.11522,0.09273,1.17666
237.330,-0.13098,0.07631,1.13779
237.340,-0.16001,0.11217,1.06716
237.350,-0.15813,0.12831,1.09425
237.360,-0.17393,0.14071,1.06878
237.370,-0.20337,0.09486,1.07467
237.380,-0.17750,0.08283,1.02728
237.390,-0.19860,0.08150,1.04452
237.400,-0.15007,0.10508,0.96212
237.410,-0.17169,0.10008,0.97542
237.420,-0.18843,0.06348,0.93114
237.430,-0.16101,0.08727,0.94931
237.440,-0.17955,0.06122,0.94113
237.450,-0.14928,0.03799,0.91683
237.460,-0.15283,0.04430,0.91245
237.470,-0.15944,0.07618,0.91685
237.480,-0.15509,0.05135,0.83080
237.490,-0.08581,0.02169,0.83186
237.500,-0.12954,0.04563,0.78756
237.510,-0.13729,0.03642,0.74717
237.520,-0.13815,0.01142,0.72378
237.530,-0.11374,-0.00160,0.66858
237.540,-0.13234,-0.01291,0.66840
237.550,-0.13672,-0.02732,0.59471
237.560,-0.10916,-0.01098,0.60871
237.570,-0.10104,-0.00462,0.58821
237.580,-0.09807,0.02125,0.64064
237.590,-0.09457,0.00993,0.57435
237.600,-0.06903,-0.00497,0.61969
237.610,-0.05254,-0.04846,0.65809
237.620,-0.03490,-0.00694,0.65344
237.630,0.00525,-0.04741,0.70564
237.640,0.06832,0.00149,0.74251
237.650,0.07557,0.00072,0.79822
237.660,0.11332,-0.01751,0.90002
237.670,0.08838,-0.00333,0.89145
237.680,0.15742,-0.00048,0.99955
237.690,0.15083,-0.01967,1.01730
237.700,0.18579,-0.02588,1.14146
237.710,0.19170,-0.05076,1.17482
237.720,0.18827,-0.03258,1.20324
237.730,0.21771,-0.04685,1.28382
237.740,0.21644,-0.04866,1.30426
237.750,0.16981,-0.04499,1.38171
237.760,0.19608,-0.07159,1.40732
237.770,0.20448,-0.01504,1.37931
237.780,0.17640,-0.03278,1.41981
237.790,0.15985,-0.01674,1.39419
237.800,0.11140,-0.02700,1.39167
237.810,0.10456,-0.03643,1.42068
237.820,0.06833,-0.03417,1.35081
237.830,0.03565,-0.05096,1.36046
237.840,-0.00492,-0.03206,1.33599
237.850,-0.00375,-0.07278,1.26174
237.860,-0.04473,-0.06763,1.24034
237.870,-0.07448,-0.07765,1.19215
237.880,-0.06360,-0.03672,1.17013
237.890,-0.11740,-0.09481,1.15327
237.900,-0.12177,-0.06161,1.11133
237.910,-0.15565,-0.11987,1.09674
237.920,-0.17985,-0.09581,1.05387
237.930,-0.20206,-0.10661,1.03157
237.940,-0.18076,-0.12844,1.02639
237.950,-0.24049,-0.12619,1.02275
237.960,-0.18075,-0.10750,1.03312
237.970,-0.17669,-0.12868,0.99149
237.980,-0.18249,-0.14532,0.99087
237.990,-0.17398,-0.11174,0.95021
238.000,-0.19051,-0.13337,0.97076
238.010,-0.13097,-0.12909,0.92791
238.020,-0.15884,-0.11611,0.91058
238.030,-0.16548,-0.10876,0.89254
238.040,-0.12981,-0.18650,0.85377
238.050,-0.13396,-0.14340,0.81306
238.060,-0.13958,-0.17461,0.81280
238.070,-0.13858,-0.08569,0.78883
238.080,-0.12670,-0.13564,0.71048
238.090,-0.09703,-0.11693,0.70926
238.100,-0.11161,-0.14597,0.67790
238.110,-0.11802,-0.13686,0.63809
238.120,-0.09543,-0.10338,0.61451
238.130,-0.10549,-0.11000,0.62541
238.140,-0.08961,-0.08101,0.63636
238.150,-0.08394,-0.12488,0.61571
238.160,-0.06201,-0.10557,0.60576
238.170,-0.06695,-0.08340,0.63271
238.180,-0.06257,-0.07228,0.64176
238.190,-0.00097,-0.06866,0.65075
238.200,0.03375,-0.09454,0.71235
238.210,0.00623,-0.07759,0.72646
238.220,0.05718,-0.04228,0.79332
238.230,0.07059,-0.07011,0.88708
238.240,0.12293,-0.04693,0.92824
238.250,0.13483,-0.01833,0.98123
238.260,0.21924,-0.02444,1.05174
238.270,0.16682,0.00579,1.10378
238.280,0.22039,0.00941,1.19578
238.290,0.23512,0.00525,1.23694
238.300,0.22135,0.01529,1.29036
238.310,0.21472,0.06537,1.34577
238.320,0.21399,0.05635,1.37804
238.330,0.20517,0.06201,1.37217
238.340,0.21536,0.06606,1.38816
238.350,0.15810,0.05416,1.41587
238.360,0.15079,0.06776,1.42747
238.370,0.12302,0.03714,1.39010
238.380,0.06571,0.07784,1.37469
238.390,0.08673,0.08289,1.36385
238.400,0.05877,0.11024,1.33449
238.410,-0.00765,0.09045,1.29863
238.420,-0.00637,0.12072,1.27300
238.430,-0.08931,0.10154,1.21220
238.440,-0.08569,0.11070,1.22620
238.450,-0.11444,0.10736,1.15712
238.460,-0.13256,0.12153,1.16633
238.470,-0.15135,0.13051,1.06174
238.480,-0.16930,0.08485,1.04716
238.490,-0.18630,0.13737,1.05835
238.500,-0.18765,0.08206,1.06190
238.510,-0.16156,0.09200,1.03082
238.520,-0.20057,0.08112,1.00991
238.530,-0.14139,0.11746,1.00448
238.540,-0.19460,0.06133,0.98491
238.550,-0.17099,0.09185,1.01004
238.560,-0.15738,0.02804,0.94395
238.570,-0.16732,0.08302,0.96044
238.580,-0.12667,0.05734,0.89755
238.590,-0.13680,0.04805,0.88026
238.600,-0.14599,0.03608,0.83687
238.610,-0.10958,0.04302,0.84018
238.620,-0.15331,0.03181,0.81151
238.630,-0.14101,0.00380,0.74615
238.640,-0.11556,0.01284,0.72237
238.650,-0.10786,0.03966,0.67677
238.660,-0.11397,0.01107,0.65138
238.670,-0.11839,-0.00096,0.63267
238.680,-0.11464,0.01182,0.56163
238.690,-0.07852,0.01703,0.54640
238.700,-0.08520,0.01696,0.54853
238.710,-0.09327,0.00774,0.55293
238.720,-0.07700,0.02250,0.57910
238.730,-0.00744,-0.00306,0.59967
238.740,-0.02828,-0.01085,0.63133
238.750,0.01811,0.00951,0.68056
238.760,0.06840,-0.02376,0.74302
238.770,0.08238,-0.01913,0.78820
238.780,0.08707,-0.04424,0.83273
238.790,0.11209,0.02264,0.93291
238.800,0.19838,0.02684,1.05121
238.810,0.16601,-0.01963,1.05483
238.820,0.19780,-0.00220,1.20393
238.830,0.23354,-0.00495,1.23918
238.840,0.23325,-0.01682,1.32929
238.850,0.25432,0.00181,1.34418
238.860,0.21194,-0.04998,1.35598
238.870,0.22863,-0.03089,1.41866
238.880,0.23113,-0.07179,1.45066
238.890,0.20954,-0.05353,1.46635
238.900,0.15708,-0.06949,1.42409
238.910,0.11590,-0.07783,1.44319
238.920,0.10470,-0.05551,1.41047
238.930,0.03583,-0.04326,1.36465
238.940,0.04832,-0.06923,1.34117
238.950,-0.01340,-0.07258,1.29929
238.960,-0.06808,-0.08249,1.26551
238.970,-0.11006,-0.07141,1.21713
238.980,-0.13266,-0.09299,1.17553
238.990,-0.17767,-0.10791,1.17666
239.000,-0.15784,-0.07614,1.06596
239.010,-0.19972,-0.11928,1.05092
239.020,-0.18623,-0.13427,1.07505
239.030,-0.18899,-0.10090,1.00370
